date,close
2023-06-06,199.18
2023-06-07,187.2
2023-06-08,187.91
2023-06-09,191.94
2023-06-12,191.85
2023-06-13,193.0
2023-06-14,193.3
2023-06-15,210.78
2023-06-16,211.0
2023-06-19,207.78
2023-06-20,207.9
2023-06-21,204.81
2023-06-26,205.07
2023-06-27,203.37
2023-06-28,204.4
2023-06-29,202.4
2023-06-30,208.69
2023-07-03,209.78
2023-07-04,209.15
2023-07-05,207.41
2023-07-06,204.75
2023-07-07,202.15
2023-07-10,208.7
2023-07-11,208.99
2023-07-12,206.89
2023-07-13,209.9
2023-07-14,208.18
2023-07-17,205.55
2023-07-18,205.4
2023-07-19,199.4
2023-07-20,200.95
